"_id","CustomerId","Address","Age","CellPhone","class_age"
"ObjectId(""6296b1edfc39a43814674b6c"")",1235,"Avenida Héroes del Cenepa (San Juan de Lurigancho) 1204",33,936120905,">=20|<35"
"ObjectId(""6296b1edfc39a43814674b6d"")",1236,"Avenida Tomás Valle 545",46,973164866,">=45|<50"
"ObjectId(""6296b1edfc39a43814674b6e"")",1237,"Avenida Sánchez Carrión 833",48,984686124,">=45|<50"
"ObjectId(""6296b1edfc39a43814674b6f"")",1238,"Avenida México 873",47,910501833,">=45|<50"
"ObjectId(""6296b1edfc39a43814674b70"")",1239,"Avenida Angélica Gamarra 1264",47,903800355,">=45|<50"
"ObjectId(""6296b1edfc39a43814674b71"")",1240,"Avenida Universitaria 1056",29,972326086,">=20|<35"
"ObjectId(""6296b1edfc39a43814674b72"")",1241,"Avenida Eduardo de Habich 816",45,981237019,">=45|<50"
"ObjectId(""6296b1edfc39a43814674b73"")",1242,"Avenida Simón Bolívar (Lima) 600",45,903717669,">=45|<50"
"ObjectId(""6296b1edfc39a43814674b74"")",1243,"Avenida Los Conquistadores 623",44,969425028,">=35|<45"
"ObjectId(""6296b1edfc39a43814674b75"")",1244,"Avenida Guzmán Blanco (Lima) 1247",32,953732838,">=20|<35"
"ObjectId(""6296b1edfc39a43814674b76"")",1245,"Avenida Fernando Wiesse 478",46,989955156,">=45|<50"
"ObjectId(""6296b1edfc39a43814674b77"")",1246,"Avenida Uruguay 1072",43,924965307,">=35|<45"
"ObjectId(""6296b1edfc39a43814674b78"")",1247,"Avenida Manuel Vivanco 682",49,972486510,">=45|<50"
"ObjectId(""6296b1edfc39a43814674b79"")",1248,"Avenida Argentina (Lima) 220",43,906007236,">=35|<45"
"ObjectId(""6296b1edfc39a43814674b7a"")",1249,"Avenida República de Panamá 1057",49,921271604,">=45|<50"
"ObjectId(""6296b1edfc39a43814674b7b"")",1250,"Avenida Angélica Gamarra 619",27,967511914,">=20|<35"
"ObjectId(""6296b1edfc39a43814674b7c"")",1251,"Avenida Tomás Valle 916",44,982357755,">=35|<45"
"ObjectId(""6296b1edfc39a43814674b7d"")",1252,"Avenida Angamos 316",43,989450040,">=35|<45"
"ObjectId(""6296b1edfc39a43814674b7e"")",1253,"Avenida Diagonal (Lima) 276",43,923458795,">=35|<45"
"ObjectId(""6296b1edfc39a43814674b7f"")",1254,"Avenida Arequipa 441",49,993014968,">=45|<50"
"ObjectId(""6296b1edfc39a43814674b80"")",1255,"Avenida Guzmán Blanco (Lima) 915",41,961503994,">=35|<45"
"ObjectId(""6296b1edfc39a43814674b81"")",1256,"Avenida Reducto 811",34,953178073,">=20|<35"
"ObjectId(""6296b1edfc39a43814674b82"")",1257,"Avenida Tomás Marsano 996",45,981469985,">=45|<50"
"ObjectId(""6296b1edfc39a43814674b83"")",1258,"Avenida Las Palmeras (Lima Norte) 1123",44,955902084,">=35|<45"
"ObjectId(""6296b1edfc39a43814674b84"")",1259,"Avenida Uruguay 1100",48,930638269,">=45|<50"
"ObjectId(""6296b1edfc39a43814674b85"")",1260,"Avenida San Luis 173",47,954957275,">=45|<50"
"ObjectId(""6296b1edfc39a43814674b86"")",1261,"Avenida Los Frutales 597",46,951777335,">=45|<50"
"ObjectId(""6296b1edfc39a43814674b87"")",1262,"Avenida César Canevaro 1342",44,935396966,">=35|<45"
"ObjectId(""6296b1edfc39a43814674b88"")",1263,"Avenida Miguel Grau (Barranco) 645",44,941120783,">=35|<45"
"ObjectId(""6296b1edfc39a43814674b89"")",1264,"Avenida Roosevelt (Lima) 575",49,903591113,">=45|<50"
"ObjectId(""6296b1edfc39a43814674b8a"")",1265,"Avenida Fernando Terán 1328",46,944142237,">=45|<50"
"ObjectId(""6296b1edfc39a43814674b8b"")",1266,"Avenida Víctor Malásquez 835",42,958746193,">=35|<45"
"ObjectId(""6296b1edfc39a43814674b8c"")",1267,"Avenida Antúnez de Mayolo 961",46,970846993,">=45|<50"
"ObjectId(""6296b1edfc39a43814674b8d"")",1268,"Avenida Circunvalación (Lima) 846",49,906177634,">=45|<50"
"ObjectId(""6296b1edfc39a43814674b8e"")",1269,"Avenida Caminos del Inca 454",46,977205238,">=45|<50"
"ObjectId(""6296b1edfc39a43814674b8f"")",1270,"Avenida Eduardo de Habich 902",46,988347029,">=45|<50"
"ObjectId(""6296b1edfc39a43814674b90"")",1271,"Avenida Fernando Wiesse 1104",42,961516341,">=35|<45"
"ObjectId(""6296b1edfc39a43814674b91"")",1272,"Avenida Ricardo Palma 609",45,952475937,">=45|<50"
"ObjectId(""6296b1edfc39a43814674b92"")",1273,"Avenida Gregorio Escobedo 859",50,997551764,">=50"
"ObjectId(""6296b1edfc39a43814674b93"")",1274,"Avenida Tingo María 1204",40,942322406,">=35|<45"
"ObjectId(""6296b1edfc39a43814674b94"")",1275,"Avenida Juan de Arona 375",39,968853294,">=35|<45"
"ObjectId(""6296b1edfc39a43814674b95"")",1276,"Avenida José Pardo (Lima) 849",47,906297514,">=45|<50"
"ObjectId(""6296b1edfc39a43814674b96"")",1277,"Avenida Nicolás Arriola 1292",42,949178150,">=35|<45"
"ObjectId(""6296b1edfc39a43814674b97"")",1278,"Avenida Juan de Aliaga 314",46,932351015,">=45|<50"
"ObjectId(""6296b1edfc39a43814674b98"")",1279,"Avenida Manuel Vivanco 162",41,978481770,">=35|<45"
"ObjectId(""6296b1edfc39a43814674b99"")",1280,"Avenida Ricardo Palma 374",47,991252069,">=45|<50"
"ObjectId(""6296b1edfc39a43814674b9a"")",1281,"Avenida Caminos del Inca 1362",49,939851997,">=45|<50"
"ObjectId(""6296b1edfc39a43814674b9b"")",1282,"Avenida La Mar 834",49,991266039,">=45|<50"
"ObjectId(""6296b1edfc39a43814674b9c"")",1283,"Avenida Los Próceres 321",33,968240056,">=20|<35"
"ObjectId(""6296b1edfc39a43814674b9d"")",1284,"Avenida Gálvez Barrenechea 623",47,925195402,">=45|<50"
"ObjectId(""6296b1edfc39a43814674b9e"")",1285,"Avenida Samuel Alcázar 338",44,936424395,">=35|<45"
"ObjectId(""6296b1edfc39a43814674b9f"")",1286,"Avenida Caquetá 666",46,913247736,">=45|<50"
"ObjectId(""6296b1edfc39a43814674ba0"")",1287,"Avenida Elmer Faucett 974",46,914917231,">=45|<50"
"ObjectId(""6296b1edfc39a43814674ba1"")",1288,"Avenida Caquetá 583",34,994564299,">=20|<35"
"ObjectId(""6296b1edfc39a43814674ba2"")",1289,"Avenida Víctor Malásquez 299",45,976358937,">=45|<50"
"ObjectId(""6296b1edfc39a43814674ba3"")",1290,"Avenida Morales Duárez 858",45,950907551,">=45|<50"
"ObjectId(""6296b1edfc39a43814674ba4"")",1291,"Avenida Tacna 1308",43,976137405,">=35|<45"
"ObjectId(""6296b1edfc39a43814674ba5"")",1292,"Avenida España (Lima) 523",40,961827561,">=35|<45"
"ObjectId(""6296b1edfc39a43814674ba6"")",1293,"Avenida Primavera 646",47,928572891,">=45|<50"
"ObjectId(""6296b1edfc39a43814674ba7"")",1294,"Avenida Canadá 764",43,919980057,">=35|<45"
"ObjectId(""6296b1edfc39a43814674ba8"")",1295,"Avenida Arequipa 1190",48,929635996,">=45|<50"
"ObjectId(""6296b1edfc39a43814674ba9"")",1296,"Avenida El Pacífico 109",49,920957479,">=45|<50"
"ObjectId(""6296b1edfc39a43814674baa"")",1297,"Avenida Pedro de Osma 129",47,961513778,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bab"")",1298,"Avenida César Canevaro 710",44,912128603,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bac"")",1299,"Avenida Balta (Barranco) 624",36,914537290,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bad"")",1300,"Avenida Bausate y Meza 896",49,950220349,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bae"")",1301,"Avenida Paseo de la República 347",45,965204733,">=45|<50"
"ObjectId(""6296b1edfc39a43814674baf"")",1302,"Avenida Fray Bartolomé de las Casas 955",43,989917335,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bb0"")",1303,"Avenida Roosevelt (Lima) 1094",45,902529391,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bb1"")",1304,"Avenida Naranjal 1039",39,989789688,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bb2"")",1305,"Avenida Manuel Villarán 672",36,951889001,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bb3"")",1306,"Avenida Los Frutales 580",46,980451551,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bb4"")",1307,"Avenida Santa Rosa (San Juan de Lurigancho) 995",42,935555511,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bb5"")",1308,"Avenida Túpac Amaru (Lima) 1219",43,936466982,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bb6"")",1309,"Avenida de las Américas (Lima) 445",42,906327960,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bb7"")",1310,"Avenida Universitaria 610",40,957628097,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bb8"")",1311,"Avenida Caminos del Inca 974",48,915080129,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bb9"")",1312,"Avenida Edgardo Rebagliati 791",36,952510812,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bba"")",1313,"Avenida Miguel Grau (Barranco) 548",47,991846518,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bbb"")",1314,"Avenida Brasil (Lima) 535",46,967943795,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bbc"")",1315,"Avenida Tomás Marsano 594",37,946783582,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bbd"")",1316,"Avenida Isabel la Católica (Lima) 892",42,966489896,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bbe"")",1317,"Avenida Túpac Amaru (Lima) 805",48,994690985,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bbf"")",1318,"Avenida Domingo Orué 203",49,966240631,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bc0"")",1319,"Avenida Reducto 767",42,902430915,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bc1"")",1320,"Avenida Morales Duárez 1170",43,915951977,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bc2"")",1321,"Avenida Pedro de Osma 1190",45,901737832,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bc3"")",1322,"Avenida Pachacútec 618",39,939464700,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bc4"")",1323,"Avenida República de Panamá 988",47,962654744,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bc5"")",1324,"Avenida San Felipe 357",45,962172190,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bc6"")",1325,"Avenida Inca Garcilaso de la Vega (Lima) 582",44,908022145,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bc7"")",1326,"Avenida Paseo de la República 378",41,909027661,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bc8"")",1327,"Avenida Morales Duárez 207",39,965037188,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bc9"")",1328,"Avenida Balta (Barranco) 1385",41,956345979,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bca"")",1329,"Avenida Próceres de la Independencia 261",46,934448458,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bcb"")",1330,"Avenida Salaverry 852",45,931249894,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bcc"")",1331,"Avenida Edgardo Rebagliati 985",35,989056875,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bcd"")",1332,"Avenida Angamos 175",45,982824944,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bce"")",1333,"Avenida Gran Chimú (San Juan de Lurigancho) 351",46,921263070,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bcf"")",1334,"Avenida Universitaria 1231",49,955717366,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bd0"")",1335,"Avenida del Ejército 350",43,929849503,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bd1"")",1336,"Avenida Javier Prado 987",47,995659211,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bd2"")",1337,"Avenida Canaval y Moreyra 723",47,918016897,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bd3"")",1338,"Avenida Petit Thouars 1270",42,917795615,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bd4"")",1339,"Avenida Cuba 524",49,962634326,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bd5"")",1340,"Avenida Túpac Amaru (Lima) 886",33,982942329,">=20|<35"
"ObjectId(""6296b1edfc39a43814674bd6"")",1341,"Avenida Alejandro Tirado 146",45,931534272,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bd7"")",1342,"Avenida Guzmán Blanco (Lima) 556",42,905294559,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bd8"")",1343,"Avenida Isabel la Católica (Lima) 1333",38,949758005,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bd9"")",1344,"Avenida Caquetá 673",48,948072290,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bda"")",1345,"Avenida Simón Bolívar (Lima) 522",48,917436455,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bdb"")",1346,"Avenida Diagonal (Lima) 689",42,991993056,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bdc"")",1347,"Avenida Gregorio Escobedo 610",49,964536540,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bdd"")",1348,"Avenida Domingo Orué 1283",47,915349065,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bde"")",1349,"Avenida La Molina 1193",37,914928606,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bdf"")",1350,"Avenida Alfonso Ugarte 1254",44,924468386,">=35|<45"
"ObjectId(""6296b1edfc39a43814674be0"")",1351,"Avenida Andrés Aramburú 394",45,987131797,">=45|<50"
"ObjectId(""6296b1edfc39a43814674be1"")",1352,"Avenida 28 de Julio (Miraflores) 309",43,941044760,">=35|<45"
"ObjectId(""6296b1edfc39a43814674be2"")",1353,"Avenida Gran Chimú (San Juan de Lurigancho) 129",46,995450133,">=45|<50"
"ObjectId(""6296b1edfc39a43814674be3"")",1354,"Avenida Salaverry 707",46,920497812,">=45|<50"
"ObjectId(""6296b1edfc39a43814674be4"")",1355,"Avenida Juan de Aliaga 1010",34,982741481,">=20|<35"
"ObjectId(""6296b1edfc39a43814674be5"")",1356,"Avenida Miguel Grau (Barranco) 970",44,992864328,">=35|<45"
"ObjectId(""6296b1edfc39a43814674be6"")",1357,"Avenida Gregorio Escobedo 261",37,935223945,">=35|<45"
"ObjectId(""6296b1edfc39a43814674be7"")",1358,"Avenida Víctor Malásquez 1370",48,952491547,">=45|<50"
"ObjectId(""6296b1edfc39a43814674be8"")",1359,"Avenida Santa Rosa (San Juan de Lurigancho) 632",41,961197823,">=35|<45"
"ObjectId(""6296b1edfc39a43814674be9"")",1360,"Avenida Metropolitana (Lima) 541",40,934327788,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bea"")",1361,"Avenida Isabel la Católica (Lima) 295",49,971634101,">=45|<50"
"ObjectId(""6296b1edfc39a43814674beb"")",1362,"Avenida Iquitos 1077",46,918063879,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bec"")",1363,"Avenida Tomás Valle 389",49,923203623,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bed"")",1364,"Avenida Las Palmeras (Lima Norte) 396",43,998988076,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bee"")",1365,"Avenida Próceres de la Independencia 136",41,920511314,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bef"")",1366,"Avenida Escuela Militar 841",39,927044502,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bf0"")",1367,"Avenida Tomás Marsano 906",50,938609487,">=50"
"ObjectId(""6296b1edfc39a43814674bf1"")",1368,"Avenida Guardia Civil (Lima Sur) 466",43,979750145,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bf2"")",1369,"Avenida Los Héroes (San Juan de Miraflores) 136",41,945129302,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bf3"")",1370,"Avenida La Molina 1065",49,927553674,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bf4"")",1371,"Avenida Bausate y Meza 636",42,973647164,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bf5"")",1372,"Avenida Los Alisos 736",45,960473605,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bf6"")",1373,"Avenida José Larco 574",38,972032925,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bf7"")",1374,"Avenida Miguel Grau (Lima) 277",45,976905412,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bf8"")",1375,"Avenida Francisco Javier Mariátegui 165",47,923703242,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bf9"")",1376,"Avenida Defensores del Morro 1149",45,954623861,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bfa"")",1377,"Avenida Tingo María 664",38,924227652,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bfb"")",1378,"Avenida Universitaria 450",47,900633455,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bfc"")",1379,"Avenida Los Alisos 853",43,964295343,">=35|<45"
"ObjectId(""6296b1edfc39a43814674bfd"")",1380,"Avenida Pedro de Osma 110",48,965665904,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bfe"")",1381,"Avenida Pedro de Osma 605",46,905247756,">=45|<50"
"ObjectId(""6296b1edfc39a43814674bff"")",1382,"Avenida Nicolás de Piérola (Lima) 1379",46,909974353,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c00"")",1383,"Avenida Arica 1263",48,988433417,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c01"")",1384,"Avenida Diagonal (Lima) 697",47,982270422,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c02"")",1385,"Avenida Manco Cápac (Lima) 884",46,998667863,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c03"")",1386,"Avenida Parinacochas 929",48,967621226,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c04"")",1387,"Avenida Juan de Arona 1190",44,987379768,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c05"")",1388,"Avenida Isabel la Católica (Lima) 1352",48,989785539,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c06"")",1389,"Avenida Isabel la Católica (Lima) 1132",48,940924150,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c07"")",1390,"Avenida Fray Bartolomé de las Casas 829",43,934285052,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c08"")",1391,"Avenida Naranjal 502",45,961699955,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c09"")",1392,"Avenida Eduardo de Habich 660",49,987617260,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c0a"")",1393,"Avenida Alipio Ponce 1011",39,938343022,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c0b"")",1394,"Avenida San Luis 985",45,967204134,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c0c"")",1395,"Avenida de la Marina 1291",41,945172574,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c0d"")",1396,"Avenida Balta (Barranco) 1247",41,961851024,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c0e"")",1397,"Avenida Carlos Izaguirre 975",45,927141010,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c0f"")",1398,"Avenida Aviación 739",41,915694895,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c10"")",1399,"Avenida Alfonso Ugarte 267",44,967968235,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c11"")",1400,"Avenida Sucre (Lima) 1042",40,907282567,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c12"")",1401,"Avenida República de Panamá 985",42,901275355,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c13"")",1402,"Avenida Defensores del Morro 930",33,970252789,">=20|<35"
"ObjectId(""6296b1edfc39a43814674c14"")",1403,"Avenida Parinacochas 513",42,910048507,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c15"")",1404,"Avenida Balta (Barranco) 230",40,921778030,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c16"")",1405,"Avenida Inca Garcilaso de la Vega (Lima) 410",48,913698897,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c17"")",1406,"Avenida Circunvalación (Lima) 1395",50,990418970,">=50"
"ObjectId(""6296b1edfc39a43814674c18"")",1407,"Avenida Tomás Marsano 247",47,969102186,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c19"")",1408,"Avenida Caminos del Inca 349",48,954271492,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c1a"")",1409,"Avenida Los Alisos 136",43,974153566,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c1b"")",1410,"Avenida México 998",30,981577687,">=20|<35"
"ObjectId(""6296b1edfc39a43814674c1c"")",1411,"Avenida Venezuela (Lima) 575",44,913438299,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c1d"")",1412,"Avenida Antúnez de Mayolo 253",43,939256773,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c1e"")",1413,"Avenida Fernando Terán 798",46,962213272,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c1f"")",1414,"Avenida La Mar 987",37,946369006,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c20"")",1415,"Avenida Miguel Grau (Barranco) 156",42,978324894,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c21"")",1416,"Avenida Elmer Faucett 1021",35,989852070,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c22"")",1417,"Avenida Gregorio Escobedo 945",37,973760260,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c23"")",1418,"Avenida Antúnez de Mayolo 1326",47,998562945,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c24"")",1419,"Avenida Carlos Izaguirre 609",46,978252134,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c25"")",1420,"Avenida Bausate y Meza 1058",46,945494975,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c26"")",1421,"Avenida Arica 561",42,977198826,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c27"")",1422,"Avenida Alipio Ponce 603",49,951423127,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c28"")",1423,"Avenida Javier Prado 546",36,985572651,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c29"")",1424,"Avenida Los Próceres 513",50,967850776,">=50"
"ObjectId(""6296b1edfc39a43814674c2a"")",1425,"Avenida Manuel Villarán 693",47,975651602,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c2b"")",1426,"Avenida Defensores del Morro 957",41,921444357,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c2c"")",1427,"Avenida Manuel Villarán 853",49,986286039,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c2d"")",1428,"Avenida Nicolás de Piérola (Lima) 972",47,985707792,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c2e"")",1429,"Avenida México 1032",36,951639271,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c2f"")",1430,"Avenida Samuel Alcázar 1026",45,973120653,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c30"")",1431,"Avenida La Molina 780",50,912252640,">=50"
"ObjectId(""6296b1edfc39a43814674c31"")",1432,"Avenida Elmer Faucett 431",41,929305286,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c32"")",1433,"Avenida de la Marina 1060",48,977224979,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c33"")",1434,"Avenida Francisco Bolognesi 109",50,987702864,">=50"
"ObjectId(""6296b1edfc39a43814674c34"")",1435,"Avenida Los Frutales 950",35,926551501,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c35"")",1436,"Avenida Juan Pardo de Zela 1259",49,902341282,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c36"")",1437,"Avenida Alipio Ponce 748",39,909393811,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c37"")",1438,"Avenida Manco Cápac (Lima) 408",47,973001121,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c38"")",1439,"Avenida San Juan (San Juan de Miraflores) 894",44,943870864,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c39"")",1440,"Avenida Los Conquistadores 1070",44,975848657,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c3a"")",1441,"Avenida César Canevaro 449",46,996068955,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c3b"")",1442,"Avenida Simón Bolívar (Lima) 1083",46,907259222,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c3c"")",1443,"Avenida Escuela Militar 317",34,903693180,">=20|<35"
"ObjectId(""6296b1edfc39a43814674c3d"")",1444,"Avenida Bausate y Meza 1230",33,936708933,">=20|<35"
"ObjectId(""6296b1edfc39a43814674c3e"")",1445,"Avenida Salaverry 1266",43,964834910,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c3f"")",1446,"Avenida Arequipa 190",46,960834630,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c40"")",1447,"Avenida San Juan (San Juan de Miraflores) 641",42,956635527,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c41"")",1448,"Avenida Angamos 391",46,980790206,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c42"")",1449,"Avenida Cuba 990",42,950510177,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c43"")",1450,"Avenida Salaverry 635",38,977072947,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c44"")",1451,"Avenida Miguel Grau (Barranco) 1113",42,963922509,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c45"")",1452,"Avenida Jorge Basadre 1204",41,991955613,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c46"")",1453,"Avenida Sánchez Carrión 743",44,971365613,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c47"")",1454,"Avenida Petit Thouars 446",46,989387837,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c48"")",1455,"Avenida Canta Callao 1038",44,936109563,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c49"")",1456,"Avenida Morales Duárez 1357",41,964185161,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c4a"")",1457,"Avenida España (Lima) 769",45,977577567,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c4b"")",1458,"Avenida Los Conquistadores 610",50,936346953,">=50"
"ObjectId(""6296b1edfc39a43814674c4c"")",1459,"Avenida Angélica Gamarra 346",48,956125048,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c4d"")",1460,"Avenida Héroes del Cenepa (San Juan de Lurigancho) 703",45,954497462,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c4e"")",1461,"Avenida La Molina 1382",40,931081242,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c4f"")",1462,"Avenida Mariano Cornejo 978",49,938330541,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c50"")",1463,"Avenida Los Próceres 1328",48,925413131,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c51"")",1464,"Avenida Paseo de la República 410",35,915791340,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c52"")",1465,"Avenida 28 de Julio (Lima) 619",42,957444301,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c53"")",1466,"Avenida Alipio Ponce 1123",46,979498612,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c54"")",1467,"Avenida República de Panamá 491",48,953139468,">=45|<50"
"ObjectId(""6296b1edfc39a43814674c55"")",1468,"Avenida Francisco Javier Mariátegui 228",43,952224951,">=35|<45"
"ObjectId(""6296b1edfc39a43814674c56"")",1469,"Avenida Juan de Aliaga 1190",48,944640023,">=45|<50"
